geschlecht,alter_monate,fachscore,interview,erfahrung_jahre,karriere_luecke_monate,eingestellt
1,640,55.0,62.2,18.1,0.0,0
1,464,92.3,38.4,6.6,8.7,1
1,525,61.4,76.3,8.9,0.0,1
0,240,42.2,58.4,5.1,15.9,0
0,375,62.7,77.4,10.2,12.7,0
0,327,39.7,57.0,0.0,17.1,0
0,240,42.0,58.0,1.9,21.4,0
0,470,44.4,41.8,8.2,10.6,0
0,240,53.3,71.4,0.0,16.6,0
1,297,74.1,46.9,3.1,3.9,1
0,392,68.7,52.7,1.0,24.3,0
1,356,67.8,60.0,2.7,7.7,1
0,504,43.5,61.8,7.1,13.3,0
1,493,51.9,34.4,7.7,4.1,0
0,563,64.1,56.5,11.9,24.2,1
1,546,50.6,71.9,7.9,8.9,1
0,593,55.8,54.3,18.7,14.3,0
0,456,66.6,56.6,9.8,16.9,0
0,492,54.8,62.4,15.7,17.1,1
1,517,63.4,58.1,9.8,3.8,0
0,473,83.9,44.5,6.8,11.2,1
1,408,57.4,59.5,12.5,3.3,0
1,416,77.7,74.9,4.6,11.6,1
0,358,68.4,44.2,3.8,16.5,0
0,507,38.0,54.4,12.5,17.6,0
0,445,43.5,39.3,3.3,18.6,0
0,376,47.5,74.1,7.6,26.9,0
0,377,47.2,58.6,7.2,18.0,0
0,311,58.6,47.2,7.1,22.4,0
1,573,69.2,61.4,15.6,3.6,1
0,465,78.8,41.9,13.0,17.0,0
0,352,64.6,44.5,3.8,18.1,0
1,553,53.3,38.1,8.7,2.9,0
1,389,28.8,44.0,13.0,5.2,0
0,287,61.1,80.4,0.0,21.6,1
0,579,60.4,49.0,7.7,14.8,0
0,392,62.7,67.0,7.7,18.0,1
1,407,91.6,47.5,11.9,8.8,1
1,461,78.6,71.4,8.9,2.7,1
0,593,71.8,44.6,16.7,22.4,0
0,458,45.6,60.6,1.2,18.3,0
0,312,52.3,60.8,1.0,17.3,0
1,521,58.6,94.9,4.0,0.0,1
0,398,48.4,69.5,8.6,16.5,0
0,683,67.5,51.1,11.2,19.5,0
0,456,65.4,70.3,3.6,25.0,0
0,240,43.7,92.1,1.8,20.3,0
1,499,78.0,35.6,13.4,10.5,1
0,689,61.5,47.4,16.3,13.2,0
0,645,34.1,56.4,17.2,17.5,0
1,676,59.2,53.7,18.2,10.9,0
1,334,64.2,55.0,2.8,2.4,1
0,565,74.6,40.4,8.4,21.9,0
0,369,54.9,81.1,6.8,20.9,0
1,483,72.4,38.7,11.3,7.1,0
0,303,62.8,57.0,5.5,16.7,1
1,379,40.3,75.7,6.3,2.1,1
1,375,38.8,59.5,1.0,13.1,0
1,564,76.8,45.3,14.6,8.5,1
0,552,77.9,39.8,11.7,19.4,0
1,489,64.8,56.6,7.7,4.3,1
1,294,82.4,48.6,1.0,6.2,1
0,419,75.8,63.1,4.3,18.7,0
1,366,70.3,39.0,7.9,7.6,0
1,560,46.3,72.2,7.1,8.9,0
1,597,86.0,61.7,9.9,2.9,1
0,583,68.0,62.8,11.7,12.1,1
0,365,54.2,81.6,10.3,18.3,1
1,240,50.0,53.4,3.7,0.0,0
0,244,63.9,49.1,0.0,16.7,0
1,627,34.9,51.8,19.2,4.0,0
1,408,70.5,57.1,11.0,8.0,1
1,366,45.7,58.6,0.6,13.9,0
0,653,65.6,47.5,6.7,10.2,0
1,608,52.2,29.7,13.5,15.1,1
0,459,56.0,51.6,12.1,17.1,0
1,421,48.6,65.4,12.3,7.4,1
0,440,57.6,62.0,4.5,12.3,0
0,483,88.3,78.0,15.3,22.0,1
1,648,80.8,89.3,7.5,6.2,1
1,507,65.3,71.4,8.7,5.8,0
1,543,59.6,80.7,9.9,0.0,1
0,596,72.7,71.5,17.4,18.3,0
1,316,76.9,85.6,7.4,9.4,1
1,547,47.6,87.8,14.8,5.1,1
1,421,58.8,74.3,2.0,10.7,1
1,240,32.7,70.6,3.0,10.5,0
0,240,76.8,56.9,1.8,15.4,0
0,334,91.0,59.4,0.0,24.4,1
1,520,61.2,54.9,3.3,6.2,0
1,470,28.1,69.3,12.2,6.2,0
0,478,69.1,49.2,8.3,18.4,0
0,690,46.4,57.1,12.4,18.3,0
1,304,50.0,24.7,1.7,0.0,0
1,453,69.4,85.8,9.3,5.3,1
0,493,63.8,56.7,9.2,12.5,0
1,368,52.7,66.8,0.0,12.5,1
1,459,50.3,81.9,14.8,12.3,1
0,264,61.9,64.5,4.4,21.4,0
0,625,53.9,81.7,13.3,17.0,0
